Instance: problem12b
Solver: simulated annealing (Bortfeldt MCLP: minimise container cost, every box packed)
Destination restriction: none (unrestricted)
Boxes: 90 (3 types), total box volume 25200
Container types: 1 (unlimited supply per type)
  type 1: 30x15x18, volume 8100, cost 810.0

Run started: 2026-09-13 20:58:08
Command: Bortfeldt-SA.py --instance-files /home/mcaspar/3DMHKP/Ivancic/problem12b.txt --time-limit 90.0 --results-dir /home/mcaspar/3DMHKP/results_Bortfeldt_SA
Time limit: 90.0 s per instance
Runtime: 90.00 s (stopped on time limit)

RESULT (the figures Bortfeldt (2000) Table 1 reports)
  Containers used: 4
  Containers by type: Typ1=4
  Total container volume: 32400
  Total container cost: 3240.0
  Volume utilization: 25200 / 32400 = 77.8%
  Mean per-container utilization: 77.8%

Greedy (initial decode) cost: 4050.0
SA improvement over greedy: -810.0
Best found at iteration 15816 (37.0 s)

SA parameters:
  T0: 0.00 (calibrated, 82 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 0.0006 over 90s
  reheat threshold: 3000 it, fraction 0.25 decaying x0.9 per reheat
  ep limit: 0 (0 = unlimited)
  move weights: swap=1, relocate=1, orient=0.7, strategy=0.6, eliminate=0.8, ctype=0.5
  selection rules: efficiency, volume, cheap
  seed: 1015185271

SA statistics:
  iterations: 38814 in 90.00 s (431.3 it/s)
  accepted: 4008 (of which neutral 3909), rejected: 34806, no-move draws: 0
  reheats: 10, restarts: 2
  adapted move weights: swap=0.05, relocate=0.062, orient=0.05, eliminate=0.05
  verification: ok

Containers (index, type, dims, destination, boxes, packed volume, utilization):
  container   0 type 1 30x15x18 dest -: 31 boxes, volume 7956/8100 (98.2%)
  container   1 type 1 30x15x18 dest -: 28 boxes, volume 8064/8100 (99.6%)
  container   2 type 1 30x15x18 dest -: 28 boxes, volume 7956/8100 (98.2%)
  container   3 type 1 30x15x18 dest -: 3 boxes, volume 1224/8100 (15.1%)

Placements (box, type, container, position, oriented dims):
  box   71 type 2 -> container 0 pos (0, 0, 0) dims (5, 4, 9)
  box   39 type 2 -> container 0 pos (5, 0, 0) dims (5, 4, 9)
  box   57 type 2 -> container 0 pos (10, 0, 0) dims (5, 4, 9)
  box   69 type 2 -> container 0 pos (15, 0, 0) dims (5, 4, 9)
  box   72 type 2 -> container 0 pos (20, 0, 0) dims (5, 4, 9)
  box   79 type 3 -> container 0 pos (0, 4, 0) dims (12, 8, 9)
  box   78 type 3 -> container 0 pos (12, 4, 0) dims (12, 8, 9)
  box   84 type 3 -> container 0 pos (0, 0, 9) dims (8, 12, 9)
  box   46 type 2 -> container 0 pos (25, 0, 0) dims (5, 4, 9)
  box   70 type 2 -> container 0 pos (24, 4, 0) dims (5, 4, 9)
  box    0 type 1 -> container 0 pos (24, 8, 0) dims (6, 3, 8)
  box   76 type 3 -> container 0 pos (8, 0, 9) dims (8, 12, 9)
  box   58 type 2 -> container 0 pos (24, 11, 0) dims (5, 4, 9)
  box   41 type 2 -> container 0 pos (16, 0, 9) dims (5, 4, 9)
  box   60 type 2 -> container 0 pos (21, 0, 9) dims (5, 4, 9)
  box   73 type 2 -> container 0 pos (26, 0, 9) dims (4, 5, 9)
  box   11 type 1 -> container 0 pos (0, 12, 0) dims (8, 3, 6)
  box   36 type 2 -> container 0 pos (16, 4, 9) dims (5, 4, 9)
  box   43 type 2 -> container 0 pos (21, 4, 9) dims (5, 4, 9)
  box   28 type 1 -> container 0 pos (8, 12, 0) dims (8, 3, 6)
  box    2 type 1 -> container 0 pos (16, 12, 0) dims (8, 3, 6)
  box   35 type 2 -> container 0 pos (26, 5, 9) dims (4, 5, 9)
  box   53 type 2 -> container 0 pos (16, 8, 9) dims (5, 4, 9)
  box   54 type 2 -> container 0 pos (21, 8, 9) dims (5, 4, 9)
  box   56 type 2 -> container 0 pos (26, 10, 9) dims (4, 5, 9)
