Instance: problem07b
Solver: simulated annealing (Bortfeldt MCLP: minimise container cost, every box packed)
Destination restriction: none (unrestricted)
Boxes: 47 (3 types), total box volume 19140
Container types: 1 (unlimited supply per type)
  type 1: 21x18x30, volume 11340, cost 1134.0

Run started: 2026-09-13 20:58:08
Command: Bortfeldt-SA.py --instance-files /home/mcaspar/3DMHKP/Ivancic/problem07b.txt --time-limit 90.0 --results-dir /home/mcaspar/3DMHKP/results_Bortfeldt_SA
Time limit: 90.0 s per instance
Runtime: 90.00 s (stopped on time limit)

RESULT (the figures Bortfeldt (2000) Table 1 reports)
  Containers used: 2
  Containers by type: Typ1=2
  Total container volume: 22680
  Total container cost: 2268.0
  Volume utilization: 19140 / 22680 = 84.4%
  Mean per-container utilization: 84.4%

Greedy (initial decode) cost: 2268.0
SA improvement over greedy: -0.0
Best found at iteration 0 (0.0 s)

SA parameters:
  T0: 1080.62 (calibrated, 208 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 246.3455 over 90s
  reheat threshold: 3000 it, fraction 0.25 decaying x0.9 per reheat
  ep limit: 0 (0 = unlimited)
  move weights: swap=1, relocate=1, orient=0.7, strategy=0.6, eliminate=0.8, ctype=0.5
  selection rules: efficiency, volume, cheap
  seed: 1064666266

SA statistics:
  iterations: 67021 in 90.00 s (744.7 it/s)
  accepted: 39122 (of which neutral 6572), rejected: 27899, no-move draws: 0
  reheats: 22, restarts: 7
  adapted move weights: swap=0.242, relocate=0.327, orient=0.183, eliminate=0.312
  verification: ok

Containers (index, type, dims, destination, boxes, packed volume, utilization):
  container   0 type 1 21x18x30 dest -: 17 boxes, volume 11016/11340 (97.1%)
  container   1 type 1 21x18x30 dest -: 30 boxes, volume 8124/11340 (71.6%)

Placements (box, type, container, position, oriented dims):
  box   27 type 3 -> container 0 pos (0, 0, 0) dims (6, 9, 12)
  box   28 type 3 -> container 0 pos (6, 0, 0) dims (6, 9, 12)
  box   29 type 3 -> container 0 pos (12, 0, 0) dims (9, 6, 12)
  box   30 type 3 -> container 0 pos (12, 6, 0) dims (9, 12, 6)
  box   31 type 3 -> container 0 pos (0, 9, 0) dims (12, 9, 6)
  box   32 type 3 -> container 0 pos (12, 6, 6) dims (9, 12, 6)
  box   33 type 3 -> container 0 pos (0, 9, 6) dims (12, 9, 6)
  box   34 type 3 -> container 0 pos (0, 0, 12) dims (6, 9, 12)
  box   35 type 3 -> container 0 pos (6, 0, 12) dims (6, 9, 12)
  box   36 type 3 -> container 0 pos (12, 0, 12) dims (9, 6, 12)
  box   37 type 3 -> container 0 pos (12, 6, 12) dims (9, 12, 6)
  box   38 type 3 -> container 0 pos (0, 9, 12) dims (12, 9, 6)
  box   39 type 3 -> container 0 pos (12, 6, 18) dims (9, 12, 6)
  box   40 type 3 -> container 0 pos (0, 9, 18) dims (12, 9, 6)
  box   41 type 3 -> container 0 pos (0, 0, 24) dims (9, 12, 6)
  box   42 type 3 -> container 0 pos (9, 0, 24) dims (12, 9, 6)
  box   43 type 3 -> container 0 pos (9, 9, 24) dims (12, 9, 6)
  box   44 type 3 -> container 1 pos (0, 0, 0) dims (6, 9, 12)
  box   45 type 3 -> container 1 pos (6, 0, 0) dims (6, 9, 12)
  box   46 type 3 -> container 1 pos (12, 0, 0) dims (9, 6, 12)
  box    0 type 1 -> container 1 pos (12, 6, 0) dims (7, 4, 10)
  box    1 type 1 -> container 1 pos (0, 9, 0) dims (7, 4, 10)
  box    2 type 1 -> container 1 pos (7, 9, 0) dims (4, 7, 10)
  box    3 type 1 -> container 1 pos (12, 10, 0) dims (7, 4, 10)
  box    4 type 1 -> container 1 pos (0, 13, 0) dims (7, 4, 10)
  box    5 type 1 -> container 1 pos (12, 14, 0) dims (7, 4, 10)
  box    6 type 1 -> container 1 pos (12, 6, 10) dims (7, 10, 4)
  box    7 type 1 -> container 1 pos (0, 9, 10) dims (10, 7, 4)
  box    8 type 1 -> container 1 pos (0, 0, 12) dims (7, 4, 10)
  box    9 type 1 -> container 1 pos (7, 0, 12) dims (7, 4, 10)
  box   10 type 1 -> container 1 pos (14, 0, 12) dims (7, 4, 10)
  box   11 type 1 -> container 1 pos (0, 4, 12) dims (7, 4, 10)
  box   12 type 1 -> container 1 pos (12, 6, 14) dims (7, 10, 4)
  box   13 type 1 -> container 1 pos (0, 9, 14) dims (4, 7, 10)
  box   14 type 1 -> container 1 pos (4, 9, 14) dims (4, 7, 10)
  box   15 type 2 -> container 1 pos (7, 4, 12) dims (5, 3, 11)
  box   16 type 2 -> container 1 pos (8, 9, 14) dims (3, 5, 11)
  box   17 type 2 -> container 1 pos (12, 6, 18) dims (5, 11, 3)
  box   18 type 2 -> container 1 pos (17, 6, 18) dims (3, 11, 5)
  box   19 type 2 -> container 1 pos (12, 6, 21) dims (5, 11, 3)
  box   20 type 2 -> container 1 pos (0, 0, 22) dims (11, 3, 5)
  box   21 type 2 -> container 1 pos (17, 6, 23) dims (3, 11, 5)
  box   22 type 2 -> container 1 pos (12, 6, 24) dims (5, 11, 3)
  box   23 type 2 -> container 1 pos (0, 0, 27) dims (11, 5, 3)
  box   24 type 2 -> container 1 pos (11, 0, 27) dims (5, 11, 3)
  box   25 type 2 -> container 1 pos (0, 5, 27) dims (11, 5, 3)
  box   26 type 2 -> container 1 pos (0, 10, 27) dims (11, 5, 3)
