Instance: problem04b
Solver: simulated annealing (Bortfeldt MCLP: minimise container cost, every box packed)
Destination restriction: none (unrestricted)
Boxes: 110 (2 types), total box volume 2745600
Container types: 1 (unlimited supply per type)
  type 1: 60x40x72, volume 172800, cost 17280.0

Run started: 2026-09-13 18:40:49
Command: Bortfeldt-SA.py --instance-files Ivancic/problem01a.txt Ivancic/problem01b.txt Ivancic/problem01c.txt Ivancic/problem02a.txt Ivancic/problem02b.txt Ivancic/problem02c.txt Ivancic/problem02d.txt Ivancic/problem03a.txt Ivancic/problem03b.txt Ivancic/problem03c.txt Ivancic/problem03d.txt Ivancic/problem04a.txt Ivancic/problem04b.txt Ivancic/problem04c.txt Ivancic/problem04d.txt Ivancic/problem05a.txt Ivancic/problem05b.txt Ivancic/problem05c.txt Ivancic/problem05d.txt Ivancic/problem06a.txt Ivancic/problem06b.txt Ivancic/problem06c.txt Ivancic/problem06d.txt Ivancic/problem07a.txt Ivancic/problem07b.txt Ivancic/problem07c.txt Ivancic/problem07d.txt Ivancic/problem08a.txt Ivancic/problem08b.txt Ivancic/problem08c.txt Ivancic/problem08d.txt Ivancic/problem09a.txt Ivancic/problem09b.txt Ivancic/problem09c.txt Ivancic/problem09d.txt Ivancic/problem10a.txt Ivancic/problem10b.txt Ivancic/problem10c.txt Ivancic/problem11a.txt Ivancic/problem11b.txt Ivancic/problem11c.txt Ivancic/problem11d.txt Ivancic/problem12a.txt Ivancic/problem12b.txt Ivancic/problem12c.txt Ivancic/problem12d.txt Ivancic/problem13a.txt Ivancic/problem13b.txt Ivancic/problem13c.txt Ivancic/problem14a.txt Ivancic/problem14b.txt Ivancic/problem14c.txt Ivancic/problem14d.txt Ivancic/problem15a.txt Ivancic/problem15b.txt Ivancic/problem15c.txt Ivancic/problem16a.txt Ivancic/problem16b.txt Ivancic/problem16c.txt Ivancic/problem16d.txt Ivancic/problem17a.txt Ivancic/problem17b.txt Ivancic/problem17c.txt Ivancic/problem17d.txt --time-limit 15 --results-dir results_Bortfeldt_SA --quiet
Time limit: 15.0 s per instance
Runtime: 15.00 s (stopped on time limit)

RESULT (the figures Bortfeldt (2000) Table 1 reports)
  Containers used: 19
  Containers by type: Typ1=19
  Total container volume: 3283200
  Total container cost: 328320.0
  Volume utilization: 2745600 / 3283200 = 83.6%
  Mean per-container utilization: 83.6%

Greedy (initial decode) cost: 380160.0
SA improvement over greedy: -51840.0
Best found at iteration 45 (0.4 s)

SA parameters:
  T0: 16459.93 (calibrated, 142 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 3752.3043 over 15s
  reheat threshold: 3000 it, fraction 0.25 decaying x0.9 per reheat
  ep limit: 0 (0 = unlimited)
  move weights: swap=1, relocate=1, orient=0.7, strategy=0.6
  selection rules: efficiency, volume, cheap
  seed: 22676096

SA statistics:
  iterations: 13613 in 15.00 s (907.5 it/s)
  accepted: 4908 (of which neutral 4247), rejected: 8705, no-move draws: 0
  reheats: 4
  verification: ok

Containers (index, type, dims, destination, boxes, packed volume, utilization):
  container   0 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container   1 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container   2 type 1 60x40x72 dest -: 6 boxes, volume 147968/172800 (85.6%)
  container   3 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container   4 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container   5 type 1 60x40x72 dest -: 6 boxes, volume 149376/172800 (86.4%)
  container   6 type 1 60x40x72 dest -: 5 boxes, volume 125184/172800 (72.4%)
  container   7 type 1 60x40x72 dest -: 6 boxes, volume 152192/172800 (88.1%)
  container   8 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container   9 type 1 60x40x72 dest -: 6 boxes, volume 149376/172800 (86.4%)
  container  10 type 1 60x40x72 dest -: 6 boxes, volume 153600/172800 (88.9%)
  container  11 type 1 60x40x72 dest -: 6 boxes, volume 147968/172800 (85.6%)
  container  12 type 1 60x40x72 dest -: 6 boxes, volume 145152/172800 (84.0%)
  container  13 type 1 60x40x72 dest -: 5 boxes, volume 125184/172800 (72.4%)
  container  14 type 1 60x40x72 dest -: 6 boxes, volume 145152/172800 (84.0%)
  container  15 type 1 60x40x72 dest -: 6 boxes, volume 145152/172800 (84.0%)
  container  16 type 1 60x40x72 dest -: 6 boxes, volume 146560/172800 (84.8%)
  container  17 type 1 60x40x72 dest -: 6 boxes, volume 145152/172800 (84.0%)
  container  18 type 1 60x40x72 dest -: 4 boxes, volume 99584/172800 (57.6%)

Placements (box, type, container, position, oriented dims):
  box   50 type 2 -> container 0 pos (0, 0, 0) dims (40, 20, 32)
  box   51 type 2 -> container 0 pos (40, 0, 0) dims (20, 40, 32)
  box   52 type 2 -> container 0 pos (0, 20, 0) dims (40, 20, 32)
  box   53 type 2 -> container 0 pos (0, 0, 32) dims (40, 20, 32)
  box   54 type 2 -> container 0 pos (40, 0, 32) dims (20, 40, 32)
  box   55 type 2 -> container 0 pos (0, 20, 32) dims (40, 20, 32)
  box   56 type 2 -> container 1 pos (0, 0, 0) dims (40, 20, 32)
  box   57 type 2 -> container 1 pos (40, 0, 0) dims (20, 40, 32)
  box   58 type 2 -> container 1 pos (0, 20, 0) dims (40, 20, 32)
  box   59 type 2 -> container 1 pos (0, 0, 32) dims (40, 20, 32)
  box   61 type 2 -> container 1 pos (40, 0, 32) dims (20, 40, 32)
  box   62 type 2 -> container 1 pos (0, 20, 32) dims (40, 20, 32)
  box    5 type 1 -> container 2 pos (0, 0, 0) dims (28, 36, 24)
  box   63 type 2 -> container 2 pos (28, 0, 0) dims (32, 40, 20)
  box   48 type 1 -> container 2 pos (28, 0, 20) dims (28, 36, 24)
  box    0 type 1 -> container 2 pos (0, 0, 24) dims (28, 36, 24)
  box   67 type 2 -> container 2 pos (28, 0, 44) dims (32, 40, 20)
  box   22 type 1 -> container 2 pos (0, 0, 48) dims (28, 36, 24)
  box   68 type 2 -> container 3 pos (0, 0, 0) dims (40, 20, 32)
  box   69 type 2 -> container 3 pos (40, 0, 0) dims (20, 40, 32)
  box   70 type 2 -> container 3 pos (0, 20, 0) dims (40, 20, 32)
  box   84 type 2 -> container 3 pos (0, 0, 32) dims (40, 20, 32)
  box  100 type 2 -> container 3 pos (40, 0, 32) dims (20, 40, 32)
  box   72 type 2 -> container 3 pos (0, 20, 32) dims (40, 20, 32)
  box   73 type 2 -> container 4 pos (0, 0, 0) dims (40, 20, 32)
  box   74 type 2 -> container 4 pos (40, 0, 0) dims (20, 40, 32)
  box   75 type 2 -> container 4 pos (0, 20, 0) dims (40, 20, 32)
  box   77 type 2 -> container 4 pos (0, 0, 32) dims (40, 20, 32)
  box   78 type 2 -> container 4 pos (40, 0, 32) dims (20, 40, 32)
  box   79 type 2 -> container 4 pos (0, 20, 32) dims (40, 20, 32)
  box    7 type 1 -> container 5 pos (0, 0, 0) dims (28, 36, 24)
  box   81 type 2 -> container 5 pos (28, 0, 0) dims (32, 40, 20)
  box   82 type 2 -> container 5 pos (28, 0, 20) dims (32, 40, 20)
  box   38 type 1 -> container 5 pos (0, 0, 24) dims (28, 36, 24)
  box   85 type 2 -> container 5 pos (28, 0, 40) dims (32, 40, 20)
  box   27 type 1 -> container 5 pos (0, 0, 48) dims (28, 36, 24)
  box   86 type 2 -> container 6 pos (0, 0, 0) dims (40, 20, 32)
  box    9 type 1 -> container 6 pos (0, 0, 32) dims (28, 36, 24)
  box   89 type 2 -> container 6 pos (40, 0, 0) dims (20, 40, 32)
  box   46 type 1 -> container 6 pos (28, 0, 32) dims (28, 36, 24)
  box   91 type 2 -> container 6 pos (0, 20, 0) dims (40, 20, 32)
  box   92 type 2 -> container 7 pos (0, 0, 0) dims (40, 20, 32)
  box   93 type 2 -> container 7 pos (40, 0, 0) dims (20, 40, 32)
  box    1 type 1 -> container 7 pos (0, 0, 32) dims (28, 36, 24)
  box   95 type 2 -> container 7 pos (0, 20, 0) dims (40, 20, 32)
  box   96 type 2 -> container 7 pos (28, 0, 32) dims (32, 40, 20)
  box   97 type 2 -> container 7 pos (28, 0, 52) dims (32, 40, 20)
  box   98 type 2 -> container 8 pos (0, 0, 0) dims (40, 20, 32)
  box   99 type 2 -> container 8 pos (40, 0, 0) dims (20, 40, 32)
  box  101 type 2 -> container 8 pos (0, 20, 0) dims (40, 20, 32)
  box  102 type 2 -> container 8 pos (0, 0, 32) dims (40, 20, 32)
  box  103 type 2 -> container 8 pos (40, 0, 32) dims (20, 40, 32)
  box  104 type 2 -> container 8 pos (0, 20, 32) dims (40, 20, 32)
  box   17 type 1 -> container 9 pos (0, 0, 0) dims (28, 36, 24)
  box  106 type 2 -> container 9 pos (28, 0, 0) dims (32, 40, 20)
  box  107 type 2 -> container 9 pos (28, 0, 20) dims (32, 40, 20)
  box    2 type 1 -> container 9 pos (0, 0, 24) dims (28, 36, 24)
  box  109 type 2 -> container 9 pos (28, 0, 40) dims (32, 40, 20)
  box    3 type 1 -> container 9 pos (0, 0, 48) dims (28, 36, 24)
  box   65 type 2 -> container 10 pos (0, 0, 0) dims (40, 20, 32)
  box   94 type 2 -> container 10 pos (40, 0, 0) dims (20, 40, 32)
