Instance: problem17c
Solver: simulated annealing (Bortfeldt MCLP: minimise container cost, every box packed)
Destination restriction: none (unrestricted)
Boxes: 99 (4 types), total box volume 163895
Container types: 1 (unlimited supply per type)
  type 2: 33x51x68, volume 114444, cost 11444.4

Run started: 2026-09-13 19:39:04
Command: Bortfeldt-SA.py --instance-files /home/mcaspar/3DMHKP/Ivancic/problem17c.txt --time-limit 90.0 --results-dir /home/mcaspar/3DMHKP/results_Bortfeldt_SA
Time limit: 90.0 s per instance
Runtime: 90.00 s (stopped on time limit)

RESULT (the figures Bortfeldt (2000) Table 1 reports)
  Containers used: 2
  Containers by type: Typ2=2
  Total container volume: 228888
  Total container cost: 22888.8
  Volume utilization: 163895 / 228888 = 71.6%
  Mean per-container utilization: 71.6%

Greedy (initial decode) cost: 22888.8
SA improvement over greedy: -0.0
Best found at iteration 9305 (74.3 s)

SA parameters:
  T0: 1.59 (calibrated, 156 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 0.3632 over 90s
  reheat threshold: 3000 it, fraction 0.25 decaying x0.9 per reheat
  ep limit: 0 (0 = unlimited)
  move weights: swap=1, relocate=1, orient=0.7, strategy=0.6, eliminate=0.8, ctype=0.5
  selection rules: efficiency, volume, cheap
  seed: 277957750

SA statistics:
  iterations: 11272 in 90.00 s (125.2 it/s)
  accepted: 6298 (of which neutral 1033), rejected: 4974, no-move draws: 0
  reheats: 0
  verification: ok

Containers (index, type, dims, destination, boxes, packed volume, utilization):
  container   0 type 2 33x51x68 dest -: 64 boxes, volume 108178/114444 (94.5%)
  container   1 type 2 33x51x68 dest -: 35 boxes, volume 55717/114444 (48.7%)

Placements (box, type, container, position, oriented dims):
  box   25 type 2 -> container 0 pos (0, 0, 0) dims (11, 19, 13)
  box   91 type 4 -> container 0 pos (11, 0, 0) dims (5, 13, 8)
  box   66 type 4 -> container 0 pos (16, 0, 0) dims (5, 13, 8)
  box   26 type 2 -> container 0 pos (21, 0, 0) dims (11, 19, 13)
  box   12 type 1 -> container 0 pos (0, 19, 0) dims (11, 13, 21)
  box    2 type 1 -> container 0 pos (11, 19, 0) dims (11, 13, 21)
  box   27 type 2 -> container 0 pos (22, 19, 0) dims (11, 19, 13)
  box   20 type 1 -> container 0 pos (0, 32, 0) dims (11, 13, 21)
  box   23 type 1 -> container 0 pos (11, 32, 0) dims (11, 13, 21)
  box   33 type 2 -> container 0 pos (22, 38, 0) dims (11, 13, 19)
  box   71 type 4 -> container 0 pos (11, 13, 0) dims (8, 5, 13)
  box    6 type 1 -> container 0 pos (0, 0, 13) dims (11, 13, 21)
  box   76 type 4 -> container 0 pos (0, 45, 0) dims (8, 5, 13)
  box    0 type 1 -> container 0 pos (11, 0, 13) dims (11, 13, 21)
  box   56 type 3 -> container 0 pos (8, 45, 0) dims (14, 6, 10)
  box   47 type 3 -> container 0 pos (8, 45, 10) dims (14, 6, 10)
  box   10 type 1 -> container 0 pos (22, 0, 13) dims (11, 13, 21)
  box   40 type 2 -> container 0 pos (22, 13, 13) dims (11, 19, 13)
  box   41 type 2 -> container 0 pos (22, 38, 19) dims (11, 13, 19)
  box    4 type 1 -> container 0 pos (0, 19, 21) dims (11, 13, 21)
  box   13 type 1 -> container 0 pos (11, 19, 21) dims (11, 13, 21)
  box    8 type 1 -> container 0 pos (0, 32, 21) dims (11, 13, 21)
  box    9 type 1 -> container 0 pos (11, 32, 21) dims (11, 13, 21)
  box   68 type 4 -> container 0 pos (11, 0, 8) dims (8, 13, 5)
  box   28 type 2 -> container 0 pos (22, 13, 26) dims (11, 19, 13)
  box   52 type 3 -> container 0 pos (0, 13, 13) dims (14, 6, 10)
  box   54 type 3 -> container 0 pos (22, 32, 13) dims (10, 6, 14)
  box    7 type 1 -> container 0 pos (0, 0, 34) dims (11, 13, 21)
  box   18 type 1 -> container 0 pos (11, 0, 34) dims (11, 13, 21)
  box   55 type 3 -> container 0 pos (8, 45, 20) dims (14, 6, 10)
  box   32 type 2 -> container 0 pos (22, 0, 34) dims (11, 13, 19)
  box    5 type 1 -> container 0 pos (22, 38, 38) dims (11, 13, 21)
  box   22 type 1 -> container 0 pos (22, 13, 39) dims (11, 13, 21)
  box   67 type 4 -> container 0 pos (14, 13, 13) dims (8, 5, 13)
  box   97 type 4 -> container 0 pos (0, 45, 13) dims (8, 5, 13)
  box   61 type 3 -> container 0 pos (0, 13, 23) dims (14, 6, 10)
  box   43 type 2 -> container 0 pos (0, 19, 42) dims (11, 19, 13)
  box   77 type 4 -> container 0 pos (14, 13, 26) dims (8, 5, 13)
  box   92 type 4 -> container 0 pos (0, 45, 26) dims (8, 5, 13)
  box   11 type 1 -> container 0 pos (11, 19, 42) dims (11, 13, 21)
  box   34 type 2 -> container 0 pos (11, 32, 42) dims (11, 19, 13)
  box   15 type 1 -> container 0 pos (0, 38, 42) dims (11, 13, 21)
  box   17 type 1 -> container 0 pos (0, 0, 55) dims (21, 13, 11)
  box   95 type 4 -> container 0 pos (22, 32, 27) dims (8, 5, 13)
  box   42 type 2 -> container 0 pos (0, 13, 55) dims (11, 19, 13)
  box   64 type 3 -> container 0 pos (8, 45, 30) dims (14, 6, 10)
  box   45 type 3 -> container 0 pos (0, 13, 33) dims (14, 6, 10)
  box   37 type 2 -> container 0 pos (11, 32, 55) dims (11, 19, 13)
  box   57 type 3 -> container 0 pos (22, 26, 39) dims (10, 6, 14)
  box   80 type 4 -> container 0 pos (14, 13, 39) dims (8, 5, 13)
  box   96 type 4 -> container 0 pos (22, 32, 40) dims (8, 5, 13)
  box   63 type 3 -> container 0 pos (0, 13, 43) dims (14, 6, 10)
  box   53 type 3 -> container 0 pos (22, 0, 53) dims (6, 10, 14)
  box   74 type 4 -> container 0 pos (14, 13, 52) dims (8, 5, 13)
  box   50 type 3 -> container 0 pos (22, 26, 53) dims (6, 10, 14)
  box   81 type 4 -> container 0 pos (28, 0, 53) dims (5, 13, 8)
