Instance: problem17d
Solver: simulated annealing (sequence decoder)
Value model: v_i = c_i * volume_i (volume)
Boxes: 99 (4 types)
Containers: 1 (1 types)

Run started: 2026-09-13 17:57:30
Command: 3DMHKP-SA.py --instance-files /home/mcaspar/3DMHKP/Bortfeldt_converted/problem17d.txt --value-mode volume --time-limit 90.0 --results-dir /home/mcaspar/3DMHKP/results_3DMHKP_bortfeldt   [launched by: main_slurm_bortfeldt.py --id 63 --num_cpu 1 --time-limit 90]
Time limit: 90.0 s per instance
Runtime: 90.00 s (SA loop 90.00 s, stopped on time limit)
Packed value (SA incumbent / lower bound): 59760.0
0-1 knapsack bound (1D, valid under rotation): 64500.0
Continuous-knapsack relaxation: 64500.0
Gap to the 0-1 bound: 7.35%
Greedy (initial decode) value: 50596.0
SA improvement over greedy: +9164.0

SA parameters:
  time limit: 90.0 s, max iterations: 500000000
  T0: 914.44 (calibrated, 244 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 208.46 over 90s (alpha unused)
  reheat threshold: 5753 it, ceiling 228.61 (25% of T0) decaying x0.9 per reheat
  ep limit: 0 (unlimited), value mode: volume
  move weights: swap=1, promote=1.5, demote=1.5, orient=1, container=0.5 (disabled: relocate, 2opt)
  seed: 392602567

SA statistics:
  iterations: 60865 in 90.00 s (676 it/s)
  stopped on: time limit
  accepted: 38956, rejected: 21908, no-move draws: 0, reheats: 8
  acceptance rate: 64.0%
  T at exit: 208.461
  last improvement: iteration 54194 at 78.5 s, 87% into the run
  verification: ok

Boxes packed: 38 / 99
Volume utilization: 59760 / 64500 = 92.7%

Container 0 (type 3, 25x60x43): 38 boxes, value 59760.0, utilization 92.7%

Placements (box, type, container, position, oriented dims):
  box    1 type 1 -> container 0 pos (14, 47, 0) dims (11, 13, 21)
  box    4 type 1 -> container 0 pos (14, 47, 21) dims (11, 13, 21)
  box    9 type 1 -> container 0 pos (0, 10, 22) dims (13, 11, 21)
  box   10 type 1 -> container 0 pos (0, 32, 22) dims (13, 11, 21)
  box   15 type 1 -> container 0 pos (0, 21, 22) dims (13, 11, 21)
  box   16 type 1 -> container 0 pos (0, 29, 0) dims (13, 21, 11)
  box   19 type 1 -> container 0 pos (0, 29, 11) dims (13, 21, 11)
  box   20 type 1 -> container 0 pos (0, 43, 22) dims (13, 11, 21)
  box   25 type 2 -> container 0 pos (14, 13, 0) dims (11, 13, 19)
  box   26 type 2 -> container 0 pos (14, 26, 0) dims (11, 13, 19)
  box   27 type 2 -> container 0 pos (0, 10, 11) dims (13, 19, 11)
  box   31 type 2 -> container 0 pos (14, 0, 5) dims (11, 13, 19)
  box   32 type 2 -> container 0 pos (14, 13, 19) dims (11, 13, 19)
  box   37 type 2 -> container 0 pos (0, 10, 0) dims (13, 19, 11)
  box   38 type 2 -> container 0 pos (14, 26, 19) dims (11, 13, 19)
  box   42 type 2 -> container 0 pos (14, 0, 24) dims (11, 13, 19)
  box   49 type 3 -> container 0 pos (0, 50, 0) dims (14, 6, 10)
  box   50 type 3 -> container 0 pos (0, 54, 32) dims (14, 6, 10)
  box   53 type 3 -> container 0 pos (0, 0, 19) dims (6, 10, 14)
  box   55 type 3 -> container 0 pos (0, 0, 0) dims (14, 10, 6)
  box   57 type 3 -> container 0 pos (0, 50, 16) dims (14, 10, 6)
  box   60 type 3 -> container 0 pos (14, 39, 26) dims (10, 6, 14)
  box   62 type 3 -> container 0 pos (0, 54, 22) dims (14, 6, 10)
  box   63 type 3 -> container 0 pos (0, 50, 10) dims (14, 10, 6)
  box   66 type 4 -> container 0 pos (14, 26, 38) dims (8, 13, 5)
  box   69 type 4 -> container 0 pos (0, 0, 33) dims (13, 8, 5)
  box   73 type 4 -> container 0 pos (6, 5, 19) dims (8, 5, 13)
  box   74 type 4 -> container 0 pos (14, 39, 0) dims (5, 8, 13)
  box   75 type 4 -> container 0 pos (6, 0, 19) dims (8, 5, 13)
  box   77 type 4 -> container 0 pos (14, 0, 0) dims (8, 13, 5)
  box   84 type 4 -> container 0 pos (0, 0, 38) dims (13, 8, 5)
  box   85 type 4 -> container 0 pos (14, 13, 38) dims (8, 13, 5)
  box   86 type 4 -> container 0 pos (0, 0, 6) dims (8, 5, 13)
  box   87 type 4 -> container 0 pos (19, 39, 0) dims (5, 8, 13)
  box   91 type 4 -> container 0 pos (0, 5, 6) dims (8, 5, 13)
  box   93 type 4 -> container 0 pos (14, 39, 13) dims (5, 8, 13)
  box   94 type 4 -> container 0 pos (8, 0, 6) dims (5, 8, 13)
  box   97 type 4 -> container 0 pos (19, 39, 13) dims (5, 8, 13)
